0	6.07612e-10
1	1.10162e-09
2	1.9774e-09
3	3.51409e-09
4	6.18286e-09
5	1.07702e-08
6	1.85743e-08
7	3.17147e-08
8	5.36124e-08
9	8.97278e-08
10	1.48678e-07
11	2.43906e-07
12	3.96145e-07
13	6.37007e-07
14	1.01412e-06
15	1.59844e-06
16	2.49434e-06
17	3.85367e-06
18	5.89454e-06
19	8.92651e-06
20	1.33835e-05
21	1.98663e-05
22	2.91958e-05
23	4.24797e-05
24	6.11926e-05
25	8.72717e-05
26	0.000123227
27	0.000172264
28	0.000238418
29	0.000326695
30	0.000443202
31	0.000595276
32	0.000791576
33	0.00104213
34	0.00135835
35	0.0017529
36	0.00223954
37	0.00283281
38	0.0035476
39	0.00439853
40	0.00539931
41	0.00656184
42	0.00789532
43	0.00940527
44	0.0110925
45	0.0129523
46	0.0149733
47	0.0171375
48	0.0194194
49	0.0217861
50	0.024198
51	0.0266096
52	0.0289703
53	0.0312266
54	0.0333238
55	0.0352079
56	0.0368284
57	0.0381403
58	0.0391058
59	0.0396968
60	0.0398958
61	0.0396968
62	0.0391058
63	0.0381403
64	0.0368284
65	0.0352079
66	0.0333238
67	0.0312266
68	0.0289703
69	0.0266096
70	0.024198
71	0.0217861
72	0.0194194
73	0.0171375
74	0.0149733
75	0.0129523
76	0.0110925
77	0.00940527
78	0.00789532
79	0.00656184
80	0.00539931
81	0.00439853
82	0.0035476
83	0.00283281
84	0.00223954
85	0.0017529
86	0.00135835
87	0.00104213
88	0.000791576
89	0.000595276
90	0.000443202
91	0.000326695
92	0.000238418
93	0.000172264
94	0.000123227
95	8.72717e-05
96	6.11926e-05
97	4.24797e-05
98	2.91958e-05
99	1.98663e-05
