0	2.67666e-05
1	5.83906e-05
2	0.000122383
3	0.000246449
4	0.000476827
5	0.000886387
6	0.00158312
7	0.00271665
8	0.004479
9	0.00709506
10	0.0107984
11	0.0157903
12	0.0221846
13	0.0299461
14	0.038838
15	0.0483951
16	0.0579395
17	0.0666463
18	0.0736555
19	0.0782101
20	0.0797901
21	0.0782101
22	0.0736555
23	0.0666463
24	0.0579395
25	0.0483951
26	0.038838
27	0.0299461
28	0.0221846
29	0.0157903
30	0.0107984
31	0.00709506
32	0.004479
33	0.00271665
34	0.00158312
35	0.000886387
36	0.000476827
37	0.000246449
38	0.000122383
39	5.83906e-05
40	2.67666e-05
41	1.17889e-05
42	4.98859e-06
43	2.02821e-06
44	7.92276e-07
45	2.9735e-07
46	1.07223e-07
47	3.7148e-08
48	1.23655e-08
49	3.95472e-09
50	1.2152e-09
51	3.58764e-10
52	1.01765e-10
53	2.77342e-11
54	7.26207e-12
55	1.82698e-12
56	4.41607e-13
57	1.02557e-13
58	2.28836e-14
59	4.90581e-15
60	1.01047e-15
61	1.99972e-16
62	3.80224e-17
63	6.94606e-18
64	1.21918e-18
65	2.056e-19
66	3.33124e-20
67	5.18583e-21
68	7.75638e-22
69	1.11462e-22
70	1.53895e-23
71	2.0415e-24
72	2.60198e-25
73	3.18629e-26
74	3.74882e-27
75	4.23772e-28
76	4.60255e-29
77	4.80279e-30
78	4.81522e-31
79	4.63839e-32
80	4.29285e-33
81	3.81727e-34
82	3.26129e-35
83	2.67703e-36
84	2.11128e-37
85	1.5998e-38
86	1.1647e-39
87	8.14686e-41
88	5.47514e-42
89	3.53532e-43
90	2.19326e-44
91	1.30731e-45
92	7.48681e-47
93	4.11948e-48
94	2.1778e-49
95	1.10616e-50
96	5.39822e-52
97	2.5311e-53
98	1.14024e-54
99	4.93528e-56
